F3D0_S188,0,0,15,6,89,0,0,0,0,0,2,7,0,0,16,0,0,1,13,28,0,0,0,64,0,18,1,9,0,18,0,26,26,2,4,56,0,0,36,0,0,6,9,0,0,0,0,0,1,0,1,16,0,0,0,1,2,68,6,20,1,27,0,0,0,0,0,3,11,17,135,1,5,2,0,1,0,669,0,0,0,1,4,12,0,0,0,3,9,0,0,370,1,6,0,548,0,19,31,8,5,0,0,0,6,27,0,0,3,9,0,8,3,0,16,0,7,1,44,2,0,1,0,4,72,0,1,1,4,3,18,1,0,2,4,0,1,0,0,1,72,4,0,38,3,9,13,5,1,51,0,1,3,2,21,2,0,8,3,0,1,424,0,2,0,0,2,0,3,0,7,82,2,0,1,5,0,0,1,0,0,18,1,0,216,18,0,11,4,0,0,0,1,9,2,0,0,40,0,8,4,0,0,0,1,0,0,0,0,7,6,9,0,28,0,0,1,6,0,0,0,0,2,0,2,87,2,0,0,0,60,0,0,0,5,1,1,4,0,2,0,0,8,0,0,4,2,0,0,0,3,38,12,0,0,0,0,1,0,0,0,0,0,1,0,160,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,5,9,0,0,0,19,0,0,2,16,0,1,0,5,3,0,0,2
F3D141_S207,1,1,3,3,21,3,0,1,0,0,1,3,0,1,10,0,2,8,0,7,1,6,2,40,0,0,1,3,0,11,0,8,24,1,1,80,1,2,80,0,1,2,2,0,0,0,1,0,22,0,0,4,0,6,0,1,4,2,0,12,0,56,4,0,0,0,0,7,3,28,268,1,3,0,0,0,0,453,0,0,3,0,9,0,0,0,1,4,9,0,0,306,11,9,0,430,0,14,139,18,5,0,0,0,2,41,0,0,1,5,2,0,0,0,2,0,2,0,3,0,2,26,2,0,19,1,0,0,0,1,0,0,2,0,10,0,3,0,0,0,15,0,0,5,0,1,0,0,1,10,1,0,0,0,7,0,0,0,1,0,0,308,0,0,0,1,0,0,0,6,0,5,6,1,0,7,0,0,0,0,0,14,1,1,38,2,2,4,0,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,1,23,6,0,35,2,0,0,8,3,0,1,1,0,0,0,29,0,0,1,0,5,0,1,0,0,0,6,15,0,0,0,0,0,1,0,0,1,0,1,0,1,7,1,0,0,0,0,3,0,0,0,0,0,0,0,200,0,0,0,0,1,3,0,0,0,0,0,27,0,0,2,0,1,0,1,0,0,0,0,0,97,36,6,0,0,1,14,0,0,1,0,0,0,1,0,0,0,0,0
F3D142_S208,0,1,3,11,2,8,0,0,0,0,1,2,0,0,0,0,1,1,0,3,0,1,1,27,0,0,1,1,0,4,0,3,10,0,0,27,0,0,27,0,2,2,3,0,0,0,0,0,2,0,1,2,0,1,0,0,1,4,0,2,1,11,0,0,0,0,0,3,0,2,57,0,1,0,0,0,0,272,0,0,0,0,6,3,0,0,0,1,1,0,0,209,6,5,0,273,0,11,60,2,0,0,0,0,0,13,0,0,0,7,0,0,1,0,0,0,0,0,4,0,2,5,0,1,6,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,5,0,0,0,1,14,6,2,1,14,0,0,0,1,12,0,0,3,0,0,0,145,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,11,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,21,0,3,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,4,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,2,72,3,0,0,0,0,0,1,0,0,0,0,1,0,191,0,0,0,0,0,4,4,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,28,5,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,1
F3D143_S209,0,0,2,2,6,1,0,1,0,0,1,0,1,0,2,0,1,6,0,1,0,4,1,18,0,0,0,2,0,9,0,10,14,0,2,34,0,2,56,0,0,2,0,0,1,0,0,0,6,0,1,4,0,4,0,0,7,0,0,4,0,21,7,0,0,0,0,2,2,4,70,0,1,1,1,0,0,315,0,0,0,0,7,0,0,0,0,0,3,0,0,202,2,6,0,217,0,16,81,12,1,0,0,0,0,12,0,0,0,6,0,0,0,1,1,0,0,0,1,1,0,7,0,0,12,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,8,0,0,1,0,8,3,4,0,15,0,0,0,1,7,0,0,2,0,0,0,185,0,0,1,0,0,0,1,1,1,2,5,0,0,1,0,0,1,0,0,12,0,0,8,0,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,9,11,0,8,0,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,2,0,1,0,2,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,1,29,6,0,1,1,1,4,0,0,1,0,0,1,0,111,0,0,0,0,2,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,46,8,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
F3D144_S210,0,0,2,1,10,9,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,12,6,41,0,0,0,2,0,1,0,15,5,0,1,52,0,0,11,0,1,2,1,0,0,0,0,0,10,0,1,2,0,5,0,0,0,3,2,2,1,9,1,0,0,0,0,1,2,3,33,0,6,2,0,0,0,508,0,0,6,0,3,1,0,0,0,1,4,0,0,318,8,20,1,398,0,16,122,4,1,0,0,1,2,3,0,0,2,0,2,0,0,0,2,0,7,0,1,0,1,4,0,1,16,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,0,4,4,4,0,14,0,0,0,0,8,2,0,2,0,0,0,271,0,1,0,0,0,0,1,2,1,4,1,0,0,2,0,0,0,0,1,22,2,0,12,2,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,4,2,11,14,0,30,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,2,8,2,0,0,1,0,1,0,0,0,0,0,2,0,125,0,0,0,0,1,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,1,0,0,0,178,47,6,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0
F3D145_S211,0,1,8,2,4,16,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,15,2,84,0,0,2,2,0,5,0,13,5,0,2,99,0,1,11,0,4,3,1,0,3,0,0,0,11,0,1,2,0,7,0,0,1,6,0,4,0,17,3,0,0,0,1,8,5,2,95,0,2,1,1,1,0,727,0,0,5,0,9,1,1,0,0,0,5,0,0,519,7,19,0,597,0,40,157,6,3,0,0,5,1,23,0,2,2,6,1,0,0,0,1,0,5,0,0,0,3,4,0,0,14,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,7,2,0,1,0,1,4,1,0,17,0,0,1,0,8,1,0,7,0,0,0,487,0,1,2,0,0,0,0,3,2,8,2,0,0,1,0,0,0,0,1,32,0,0,7,2,0,5,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,3,1,10,23,0,26,1,1,2,2,3,1,0,2,1,0,1,13,0,0,0,0,8,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,16,5,0,1,1,0,1,0,0,0,1,0,1,0,354,0,0,0,0,5,3,1,0,0,0,0,11,0,4,0,1,0,0,0,0,0,0,0,0,217,55,4,0,0,1,5,0,2,1,0,0,0,1,2,0,0,1,0
F3D146_S212,0,0,1,0,3,10,0,1,0,0,1,0,0,0,3,0,0,2,0,14,0,10,1,29,0,1,1,3,1,17,0,33,30,1,2,54,0,2,63,0,1,7,3,0,0,0,0,0,36,1,0,2,0,11,1,0,4,36,0,14,1,22,4,0,0,0,0,17,4,13,49,1,1,6,1,0,0,417,0,1,1,0,1,2,0,0,0,2,8,0,0,268,5,7,0,300,0,14,88,10,1,0,0,0,2,7,0,1,0,15,2,0,0,0,8,0,4,1,5,0,2,8,5,8,21,1,0,1,1,2,0,0,1,4,7,0,6,4,0,0,19,0,1,5,0,0,12,4,1,21,0,0,0,0,8,3,0,11,0,0,1,233,0,1,8,1,0,0,6,1,0,1,6,0,0,9,0,0,1,1,8,11,0,0,14,6,0,7,1,7,0,0,0,1,1,0,0,26,1,0,0,0,0,0,0,0,0,4,0,10,10,12,0,12,1,10,0,3,8,1,0,1,0,0,1,24,0,0,0,0,8,0,0,0,2,0,3,7,0,0,0,0,0,1,0,2,2,0,0,0,0,4,13,1,0,0,0,2,0,0,1,0,0,4,0,189,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,112,32,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1
F3D147_S213,0,0,14,7,1,6,0,3,0,0,1,7,0,0,9,0,0,7,1,15,0,18,2,118,0,0,13,40,0,32,2,32,38,0,5,495,2,8,72,0,20,6,15,0,2,0,1,2,12,0,2,6,0,3,0,0,6,33,0,11,3,42,4,0,0,0,1,17,4,24,61,0,8,4,4,1,0,1737,0,0,14,0,27,7,1,0,0,1,8,1,0,1125,24,46,0,1440,0,65,635,31,4,1,0,0,5,10,0,1,4,14,0,2,0,0,6,0,1,0,20,1,4,25,2,8,9,2,0,1,0,5,3,0,3,3,33,0,1,9,0,1,24,0,1,7,0,24,15,6,1,33,0,0,0,2,36,0,0,7,0,1,1,859,1,1,11,0,0,0,0,2,0,15,4,0,0,11,0,0,0,0,12,45,3,0,36,4,0,8,2,6,0,0,0,2,0,0,0,14,6,3,0,1,0,1,3,2,1,1,3,7,41,54,0,117,2,7,2,0,5,1,0,0,5,0,0,64,0,1,0,0,8,0,2,1,1,0,1,2,1,0,0,0,0,0,0,2,1,2,1,0,1,110,14,2,0,0,0,2,0,0,0,4,0,1,0,515,0,0,0,0,0,6,0,0,0,0,0,42,0,0,0,1,0,0,0,1,1,0,0,0,307,86,14,0,0,0,19,0,0,7,0,0,0,0,5,1,0,0,0
F3D148_S214,0,0,11,0,10,10,0,6,0,2,1,6,0,0,12,0,1,5,0,8,1,13,4,112,1,0,6,9,0,16,0,12,48,0,5,253,1,3,78,0,8,3,1,0,1,1,0,0,5,0,1,2,0,15,0,3,4,7,2,19,0,41,7,1,0,0,0,5,4,20,411,0,8,6,1,1,0,1298,1,0,10,0,17,3,0,0,1,4,9,0,0,749,26,26,0,826,0,31,326,30,3,0,0,0,3,76,0,0,3,12,2,0,0,0,5,1,3,0,5,0,8,20,2,2,8,2,1,1,0,1,0,0,0,0,4,0,2,19,0,0,17,1,0,5,1,6,6,2,1,82,2,0,0,1,8,0,0,14,0,0,0,560,0,0,5,0,0,0,1,2,4,19,5,0,0,15,0,2,0,1,7,29,0,1,17,2,0,17,2,7,0,0,0,3,1,0,0,17,1,5,0,0,0,0,0,0,0,0,6,7,19,35,0,77,1,8,5,1,3,1,0,2,0,0,2,44,0,0,0,0,9,0,1,1,0,1,10,18,0,1,0,0,0,0,0,0,2,5,2,1,9,11,7,1,0,1,0,4,0,0,1,0,1,7,0,484,0,0,1,0,0,15,1,0,0,0,0,72,0,0,0,1,0,0,0,0,0,0,0,2,260,73,20,0,0,0,57,0,1,3,6,0,0,0,1,2,0,0,0
F3D149_S215,0,0,5,3,10,4,0,6,0,0,6,7,0,0,4,1,5,18,0,13,0,12,6,105,0,0,3,18,0,33,0,38,80,0,3,203,1,3,234,0,2,8,1,1,2,0,2,3,0,0,0,6,0,28,1,1,18,6,0,50,1,145,17,0,0,0,0,10,9,25,420,0,10,8,1,1,0,939,0,1,6,0,15,0,4,0,0,9,20,0,0,719,13,15,0,851,0,36,334,60,10,0,0,0,5,78,0,3,2,9,2,0,0,2,2,0,11,0,11,1,8,67,4,4,40,1,0,1,0,6,0,0,1,2,16,0,2,29,0,0,51,0,1,18,4,16,10,2,1,34,0,0,0,0,28,2,0,20,0,2,0,696,0,0,6,1,0,0,2,8,1,7,19,0,0,32,0,1,1,1,28,31,1,0,30,4,1,12,4,27,0,0,0,1,0,0,0,30,0,3,0,0,0,0,1,0,0,1,6,11,52,31,0,116,0,5,0,16,3,4,0,1,0,0,3,37,1,0,0,0,36,0,3,1,1,0,16,28,0,0,0,0,0,0,0,0,0,2,0,0,2,57,6,1,0,2,0,9,0,0,6,3,0,5,0,446,2,0,0,1,0,9,0,1,0,1,0,32,0,0,0,3,0,0,0,0,0,0,0,0,311,90,15,1,1,0,24,1,2,2,3,0,0,0,1,1,0,0,0
